clip_id,source_file,start_sec,end_sec,duration_sec
clip_1144,Valtteri_Bottas_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,308.352,328.352,20.0
clip_1145,Valtteri_Bottas_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,328.352,348.352,20.0
clip_1146,Valtteri_Bottas_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,348.352,368.352,20.0
clip_1147,Valtteri_Bottas_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,368.352,388.352,20.0
clip_1148,Valtteri_Bottas_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,388.352,398.016,9.664
clip_1149,Valtteri_Bottas_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,0.672,3.136,2.464
clip_1150,Valtteri_Bottas_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,4.32,8.0,3.68
clip_1151,Valtteri_Bottas_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,8.8,11.36,2.56
clip_1152,Valtteri_Bottas_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,13.12,16.896,3.776
clip_1153,Valtteri_Bottas_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,18.016,22.304,4.288
clip_1154,Valtteri_Bottas_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,23.552,30.272,6.72
clip_1155,Valtteri_Bottas_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,31.968,38.208,6.24
clip_1156,Valtteri_Bottas_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,40.544,43.136,2.592
clip_1157,Valtteri_Bottas_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,45.856,48.288,2.432
clip_1158,Valtteri_Bottas_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,49.696,67.296,17.6
clip_1159,Valtteri_Bottas_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,78.56,94.848,16.288
clip_1160,Valtteri_Bottas_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,97.088,102.976,5.888
clip_1161,Valtteri_Bottas_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,106.656,126.656,20.0
clip_1162,Valtteri_Bottas_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,126.656,146.656,20.0
clip_1163,Valtteri_Bottas_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,146.656,166.656,20.0
clip_1164,Valtteri_Bottas_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,166.656,186.656,20.0
clip_1165,Valtteri_Bottas_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,186.656,206.656,20.0
clip_1166,Valtteri_Bottas_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,206.656,226.656,20.0
clip_1167,Valtteri_Bottas_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,226.656,246.656,20.0
clip_1168,Valtteri_Bottas_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,246.656,266.656,20.0
clip_1169,Valtteri_Bottas_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,266.656,286.656,20.0
clip_1170,Valtteri_Bottas_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,286.656,306.656,20.0
clip_1171,Valtteri_Bottas_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,306.656,326.656,20.0
clip_1172,Valtteri_Bottas_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,326.656,346.656,20.0
clip_1173,Valtteri_Bottas_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,346.656,366.656,20.0
clip_1174,Valtteri_Bottas_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,366.656,386.656,20.0
clip_1175,Valtteri_Bottas_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,386.656,406.656,20.0
clip_1176,Valtteri_Bottas_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,406.656,426.656,20.0
clip_1177,Valtteri_Bottas_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,426.656,446.656,20.0
clip_1178,Valtteri_Bottas_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,446.656,466.656,20.0
clip_1179,Valtteri_Bottas_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,466.656,486.656,20.0
clip_1180,Valtteri_Bottas_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,486.656,506.656,20.0
clip_1181,Valtteri_Bottas_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,506.656,526.656,20.0
clip_1182,Valtteri_Bottas_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,526.656,546.656,20.0
clip_1183,Valtteri_Bottas_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,546.656,566.656,20.0
clip_1184,Valtteri_Bottas_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,566.656,586.656,20.0
clip_1185,Valtteri_Bottas_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,586.656,606.656,20.0
clip_1186,Valtteri_Bottas_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,606.656,626.656,20.0
clip_1187,Valtteri_Bottas_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,626.656,646.656,20.0
clip_1188,Valtteri_Bottas_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,646.656,666.656,20.0
clip_1189,Valtteri_Bottas_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,666.656,686.656,20.0
clip_1190,Valtteri_Bottas_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,686.656,706.656,20.0
clip_1191,Valtteri_Bottas_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,706.656,726.656,20.0
clip_1192,Valtteri_Bottas_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,726.656,746.656,20.0
clip_1193,Valtteri_Bottas_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,746.656,766.656,20.0
clip_1194,Valtteri_Bottas_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,766.656,786.656,20.0
clip_1195,Valtteri_Bottas_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,786.656,806.656,20.0
clip_1196,Valtteri_Bottas_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,806.656,826.656,20.0
clip_1197,Valtteri_Bottas_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,826.656,846.656,20.0
clip_1198,Valtteri_Bottas_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,846.656,866.656,20.0
clip_1199,Valtteri_Bottas_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,866.656,886.656,20.0
clip_1200,Valtteri_Bottas_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,886.656,906.656,20.0
clip_1201,Valtteri_Bottas_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,906.656,909.728,3.072
clip_1202,Valtteri_Bottas_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,910.624,930.496,19.872
